parcel_number,street_number,street_name,notify_date,notify,status,latitude,longitude
012 098702400,81,GLEN AVE,11/9/10,Y,Done - Level 1,37.82548209446569,-122.25033744084843
010 078200201,355,STATEN AVE,,Y,Done - Level 2 Required,37.811769239010914,-122.25444782596168
010 077500500,415,PERKINS ST,,Y,Done - Level 1,37.810192616091456,-122.25590375102257
012 094502101,484,37TH ST,,Y,Incomplete Evaluation,37.82540676964052,-122.26451875820622
020 017400100,803,FOOTHILL BLVD,10/18/10,Y,Incomplete Evaluation - Unclaimed,37.79458020076864,-122.24947946163714
010 078503101,372,EUCLID AVE,11/15/10,Y,Exempt - no large openings,37.812008521474326,-122.25159311960572
025 073100600,1723,28TH AVE,3/7/11,Y,Level 2 - Missing slope,37.78288570182418,-122.2276709987388
014 126204600,5471,TAFT AVE,11/1/10,Y,Done - Level 1,37.8416801365864,-122.25122354130873
021 022403001,210,ATHOL AVE,9/16/10,Y,Done - Level 1,37.8005895494078,-122.25214898778697
012 092900500,287,MONTE VISTA AVE,9/1/10,Y,Done - Level 1,37.822706144372454,-122.25043612953311
011 084201400,486,MANDANA BLVD,7/6/11,Y,Done - Level 1 ,37.81348344702277,-122.24467045794134
040A341001400,7801,NEY AVE,11/15/10,Y,Done - Level 2 Required  ,37.76705549052519,-122.16737998540331
022 034202005,2525,10TH AVE,11/4/10,Y,Level 2 - Missing slope,37.799719801219595,-122.23951948097229
025 071300800,1507,28TH AVE,10/19/10,Y,Done - Level 1,37.78100552386251,-122.22934922998377
008 062501500,1734,WEBSTER ST,10/6/10,Y,Incomplete Evaluation,37.80609839699107,-122.26664378193787
046 542800500,9833,WALNUT ST,,Y,Incomplete Evaluation,37.74470870118111,-122.16821373678678
010 079101901,361,VERNON ST,10/7/10,Y,Level 2 - Missing slope,37.81591954726181,-122.25549357225336
025 072600100,2833,FOOTHILL BLVD,9/3/10,Y,Done - Level 1,37.78402870593163,-122.22471863265856
,87,VERNON ST Bldg #3,NOTIFY,,Done - Level 1,,
027 085701000,3121,CUTHBERT AVE,,Y,Incomplete Evaluation,37.79349519458773,-122.2152014301656
010 077500401,407,PERKINS ST,9/3/10,Y,Done - Level 1,37.81038503290918,-122.25581116085417
032 203000300,3020,35TH AVE - East bldg,9/16/10,Y,Done - Level 1,37.7901824824322,-122.2060173539787
021 027700500,1927,5TH AVE,9/2/10,Y,Done - Level 2 Required  ,37.799618675192605,-122.24891486858513
027 086902300,3334,BROOKDALE AVE,NOTIFY,Y,Done - Level 1,37.790527853090616,-122.21127760435952
044 498402901,9332,E ST,10/29/10,Y,Level 1 - missing data ,37.74453152284504,-122.17848248233257
022 030201100,2220,10TH AVE,9/13/10,Y,Done - Level 1,37.79746965792346,-122.2415706900734
040A345705700,4355,RILEA WAY,,Y,Incomplete Evaluation,37.77236366077887,-122.15088811607266
027 086002000,3014,FRUITVALE AVE,10/8/10,Y,Incomplete Evaluation,37.79470116454081,-122.21799730051944
007 056000101,1611,17TH STREET,10/7/10,,Incomplete Evaluation,37.813197176141294,-122.29284989408617
022 033800200,2519,7TH AVE,10/7/10,Y,Done - Level 2 Required  ,37.80193739234966,-122.24213799842657
010 077800400,415,BELLEVUE AVE,,Y,Incomplete Evaluation,37.809953094397216,-122.25290874314378
010 078102601,411,MACARTHUR BLVD,,Y,Incomplete Evaluation - Unclaimed,37.81081348447015,-122.25010607689376
016 139103700,481,ALCATRAZ AVE,9/21/10,Y,Done - Level 1,37.850038327455486,-122.25988075198488
010 077402400,312,LEE ST,,Y,Incomplete Evaluation,37.811361258867635,-122.25595725704085
023 048103001,1248,E 34TH ST,,Y,Incomplete Evaluation,37.80247298898166,-122.23295559821099
021 028400300,1017,E 22ND ST,9/20/10,Y,Done - Level 1,37.79683758816585,-122.24219985027455
010 078503900,350,EUCLID AVE,,Y,Incomplete Evaluation,37.813109827096675,-122.25208047248557
021 022601800,216,WAYNE AVE,9/22/10,Y,Exempt - engineer's letter,37.80151667632994,-122.25237430772823
010 081500304,641,OAKLAND AVE,11/3/10,Y,Done - Level 1,37.820931705838795,-122.25065600157298
011 083803700,750,RAND AVE,10/26/10,Y,Exempt - no large openings,37.81133070254117,-122.24423331939964
008 067604400,541,SYCAMORE ST,,Y,Exempt - city inspection,37.81503910379202,-122.26936087545516
021 022701300,364,HANOVER AVE,9/2/10,Y,Exempt - no large openings,37.802703663717445,-122.24962378332701
009 070302400,3001,RICHMOND BLVD,9/21/10,Y,Level 1 - missing data ,37.81851392561149,-122.26062935383881
029 099200201,2453,DAMUTH ST Bldg #1,11/15/10,Y,Done - Level 1,37.80076356483275,-122.21131220158362
020 013000400,1437,2ND AVE,10/18/10,Y,Exempt - less than 5 units,37.79856271732152,-122.25588046477539
010 077500600,421,PERKINS ST,,Y,Done - Level 1 ,37.81006433139355,-122.255965481852
010 078300601,369,BELLEVUE AVE,10/13/10,Y,Exempt - engineer's letter,37.8119049771612,-122.25339093803409
026 076801600,3060,LOGAN ST,11/15/10,Y,Done - Level 1,37.787977585589346,-122.22139592795214
010 078702500,362,JAYNE AVE,10/13/10,Y,Level 1 - missing data,37.81377072289368,-122.2545589252852
033 213901400,1600,39TH AVE,10/13/10,Y,Done - Level 1,37.775735230351,-122.2174667699868
010 080102000,241,29TH ST,8/24/10,Y,Done - Level 1,37.81658671580811,-122.25991421217569
032 206901900,4000,LYON AVE,11/15/10,Y,Done - Level 1,37.783227591275626,-122.2072754822077
023 040301500,1142,MCKINLEY AVE,9/1/10,Y,Incomplete Evaluation - Unclaimed,37.80335308926899,-122.23860548546946
022 037101700,3112,14TH AVE,8/27/10,Y,Done - Level 1,37.79908937704063,-122.22872469035504
014 125600504,5428,CLAREMONT AVE,10/7/10,Y,Ask for exemption - did not review ,37.84154594736383,-122.2581005360565
030 189801900,3650,35TH AVE,11/1/10,Y,Incomplete Evaluation - Unclaimed,37.79411614302373,-122.19939757293085
030 193301200,3830,MAYBELLE AVE,9/30/10,Y,Done - Level 1,37.790230394534866,-122.19245107335566
010 082703900,438,ELWOOD AVE,9/7/10,Y,Incomplete Evaluation,37.814678184970504,-122.24744424950634
010 078600101,305,EUCLID AVE,,Y,Incomplete Evaluation,37.81361447146256,-122.25302039548495
010 080801201,385,FAIRMOUNT AVE,10/19/10,Y,Done - Level 1,37.818908109201416,-122.25751193481362
010 079008900,360,VERNON ST,10/7/10,Y,Done - Level 1,37.81576536124818,-122.25466398595347
022 033801200,2311,IVY DR,11/3/10,Y,Done - Level 2 Required  ,37.80127136073805,-122.24416939878721
010 077300300,265,LEE ST,9/1/10,Y,Exempt - retrofitted,37.81238920616942,-122.25736118767679
010 078500601,273,MACARTHUR BLVD,8/31/10,Y,Done - Level 1,37.81497864368227,-122.2522837825816
020 012903100,1434,LAKESHORE AVE,9/28/10,Y,Exempt - no large openings,37.799594433692434,-122.2569425157018
033 211700402,1937,33RD AVE,,Y,exempt - no large openings,37.78301342443848,-122.2222493186674
046 548000813,2345,92ND AVE,9/3/10,Y,Done - Level 1,37.753733936183146,-122.16333736124788
011 084001100,817,ERIE ST,9/2/10,Y,Done - Level 2 Required  ,37.81265510458156,-122.24307613486155
021 022700101,302,HANOVER AVE,11/10/10,Y,Incomplete Evaluation,37.802520873803545,-122.25182976203516
020 018001002,200,E 15TH ST,9/24/10,Y,Exempt - retrofitted,37.79865168254959,-122.2549879980446
022 030902200,468,STOW AVE,10/29/10,Y,Done - Level 2 Required  ,37.80351581457935,-122.25026774225773
022 030701000,321,ATHOL AVE,9/7/10,Y,Done - Level 2 Required,37.80183118178035,-122.2483171080955
021 022702601,339,LESTER AVE,11/1/10,Y,Exempt - engineer's letter,37.802213186556415,-122.2501457584705
037 254700805,3867,BUELL ST,,Y,Done - Level 1,37.78714291099971,-122.18587963354493
020 017903100,336,E 15TH ST,9/15/10,Y,Incomplete Evaluation - Unclaimed,37.79757881687586,-122.25386892810229
020 017801402,424,E 15TH ST,9/1/10,Y,Incomplete Evaluation,37.797018378514345,-122.25311927694155
011 083803500,742,RAND AVE,,Y,Done - Level 2 Required,37.811221810722614,-122.24455111392389
030 192000900,3669,39TH AVE,9/16/10,Y,Incomplete Evaluation - Unclaimed,37.79054709007365,-122.1962354186142
012 097500500,427,38TH ST,9/21/10,Y,Done - Level 1 ,37.82641734572539,-122.26160171116423
035 235300800,1627,HIGH ST,11/10/10,Y,Done - Level 1 ,37.773876670629285,-122.21340385904843
009 073901900,880,34TH ST,,Y,Incomplete Evaluation,37.824728846157655,-122.27459570848201
010 081514300,3768,HARRISON ST,,Y,Incomplete Evaluation,37.82060269773757,-122.25253713983571
046 547001604,9225,BANCROFT AVE,,Y,Done - Level 1,37.75213272417233,-122.16498202174922
023 041401300,2230,LAKESHORE AVE,9/13/10,Y,Done - Level 2 Required  ,37.80571626893452,-122.24993005146
028 091600200,3555,MAPLE AVE,9/7/10,Y,Done - Level 2 Required  ,37.797181989008486,-122.2056265216797
022 033800401,2451,IVY DR,8/30/10,Y,Done - Level 1,37.80165132610984,-122.2425320387126
009 071501000,528,31ST ST,9/28/10,Y,Level 1 - missing data ,37.820433852334986,-122.26790498586087
022 036702202,2912,14TH AVE,10/28/10,Y,Incomplete Evaluation - Unclaimed,37.797478911473384,-122.22984066430793
020 015300901,2338,INTERNATIONAL BLVD,11/9/10,Y,Done - Level 1,37.783225321641545,-122.23481850774985
010 077200601,425,LEE ST,9/14/10,Y,Done - Level 2 in process - requires retrofit,37.810549062247176,-122.25692723350603
027 085302500,2953,BROOKDALE AVE,10/6/10,Y,Done - Level 1,37.791971631293954,-122.21601329671758
008 062702600,1460,ALICE ST,10/26/10,Y,Done - Level 1,37.80330254791442,-122.26549230881663
010 077300100,200,MONTECITO AVE,8/30/10,Y,Done - Level 1,37.81239073721769,-122.25800441497819
027 085902700,3048,CHAMPION ST,9/13/10,Y,Ask for exemption - did not review ,37.79487556443741,-122.2164107189193
010 080600300,3026,RICHMOND BLVD,8/25/10,Y,Done - Level 2 in process,37.818665444854595,-122.2598254384612
010 077110100,295,LENOX AVE,9/9/10,Y,Incomplete Evaluation - Unclaimed,37.811561674105754,-122.25803533925276
022 033900900,2625,IVY DR,9/1/10,Y,Incomplete Evaluation,37.80196907430821,-122.24030230415346
010 081803000,37,MOSS AVE,10/26/10,Y,Done - Level 1,37.81910112972213,-122.25209306919142
023 049800102,1843,MACARTHUR BLVD,10/5/10,Y,Exempt - retrofitted,37.80048428605494,-122.21911753736056
027 086200101,3111,SCHOOL ST,9/1/10,Y,Incomplete Evaluation - Unclaimed,37.79395997058145,-122.21111304046396
021 026401200,1124,E 20TH ST,,Y,Incomplete Evaluation,37.795122101684974,-122.24274219771988
022 035502700,2622,13TH AVE,9/1/11,Y,Exempt - less than 5 units,37.79787066395162,-122.23599360824275
020 012001300,1218,9TH AVE,,Y,Incomplete Evaluation,37.792244764712365,-122.25083256841766
028 090601702,3464,CHAMPION ST,10/26/10,Y,Incomplete Evaluation - Unclaimed,37.79960393300295,-122.21472095207362
010 078801401,264,LEE ST,10/26/10,Y,Level 2 - Missing slope,37.81300743142012,-122.25722864703083
010 078200600,373,STATEN AVE,8/25/10,Y,Incomplete Evaluation,37.81133968091471,-122.25427675594155
023 041601001,450,MERRITT AVE,9/1/10,Y,Done - Level 2 Required  ,37.806093617980956,-122.24856106480294
032 204601001,2264,HIGH ST,8/31/10,Y,Incomplete Evaluation,37.77912588635205,-122.20669654222382
025 071001901,2633,E 16TH ST,9/14/10,Y,Level 1 - missing data ,37.78247696614385,-122.23077133854933
008 062703701,245,17TH ST,9/21/10,Y,Done - Level 1 ,37.80478789076792,-122.26455612168351
029 099003500,3515,RHODA AVE,11/15/10,Y,Done - Level 1,37.799198189642084,-122.20977507748226
021 022702700,333,LESTER AVE,10/7/10,Y,Level 2 - Missing slope,37.802141192343186,-122.25033847073892
021 022801200,257,ATHOL AVE,10/5/10,Y,Exempt - engineer's letter,37.80130124687272,-122.2498547656997
023 041401102,2208,LAKESHORE AVE,10/26/10,Y,Level 2 - Missing slope,37.805416744651836,-122.25006815820431
025 072000100,3007,E 15TH ST,10/5/10,Y,Done - Level 1,37.77923156311517,-122.22720958141107
010 079101200,401,VERNON ST,8/31/10,Y,Exempt - engineer's letter,37.81654496308928,-122.25439414507237
021 022601400,233,ACTON PL,11/9/10,Y,Incomplete Evaluation,37.80133942458058,-122.25193887781862
022 033602100,2440,8TH AVE,11/1/10,Y,Done - Level 1,37.80040573387397,-122.24099375017535
009 073104701,3465,RICHMOND BLVD,9/1/10,Y,Exempt - engineer's letter,37.82163356795359,-122.25742794499219
021 027101600,800,E 20TH ST,10/14/10,Y,Incomplete Evaluation,37.797521114030545,-122.24541361624789
032 203009100,3141,38TH AVE,,Y,Done - Level 1,37.788037752218756,-122.20237856349875
010 080800800,411,FAIRMOUNT AVE,,Y,Done - Level 2 Required  ,37.8195494138929,-122.25648999341048
012 101002800,4133,WEBSTER ST,7/5/11,Y,Level 2 - Missing slope,37.83010298830265,-122.26060681540957
010 077300401,275,LEE ST,,Y,Incomplete Evaluation,37.81224177720165,-122.257160188213
032 205200700,2851,38TH AVE,11/15/10,Y,Done - Level 1,37.78699590577066,-122.20479490154476
011 085103100,964,VERMONT ST,,Y,Incomplete Evaluation,37.81603988089019,-122.24284824763164
010 082000400,217,SANTA CLARA AVE,9/2/10,Y,Level 1 - missing data,37.817294788215214,-122.25109399163091
010 080601800,275,FAIRMOUNT AVE,9/16/10,Y,Exempt - no parking/commercial,37.81803141071616,-122.25940575493527
010 079501403,81,VERNON ST,8/24/10,Y,Done - Level 1,37.81339722516685,-122.25968372450882
021 027700600,1921,5TH AVE,10/4/10,Y,Level 1 - missing data,37.79952694458724,-122.24904363097279
010 078801100,271,JAYNE AVE,,Y,Done - Level 1,37.8132043249623,-122.25668327027726
010 079217900,150,PEARL ST,,Y,Incomplete Evaluation - Unclaimed,37.817639028118855,-122.25499238241618
010 078401900,396,BELLEVUE AVE,,Y,Done - Level 1,37.81095044994865,-122.25228387511287
022 033801000,2333,IVY DR,10/7/10,Y,Done - Level 2 Required  ,37.8013171771141,-122.24381939215559
021 027400100,611,E 20TH ST,9/21/10,Y,Incomplete Evaluation - Unclaimed,37.7986408923166,-122.24737177077813
020 018901200,828,FOOTHILL BLVD,,Y,Incomplete Evaluation,37.79464563130459,-122.24876508561661
010 080601600,291,FAIRMOUNT AVE,6/29/11,Y,Done - Level 1,37.817840644044395,-122.25909939120478
032 211202101,3573,GRAY ST,11/15/10,Y,Level 1 - missing data ,37.783920188464705,-122.21435546689875
012 093504500,18,MONTELL ST,8/31/10,Y,Done - Level 1,37.824708720096496,-122.25383714649271
038 317706401,2523,MASON ST,9/9/10,Y,Done - Level 1,37.77236933944372,-122.19227703787112
010 078201201,378,VAN BUREN AVE,9/20/10,Y,Exempt - engineer's letter,37.81083522517824,-122.25434443789474
048 560002900,9222,MACARTHUR BLVD,,Y,Incomplete Evaluation - Unclaimed,37.754401379292545,-122.16057285070077
010 078800600,301,JAYNE AVE,10/19/10,Y,Incomplete Evaluation - Unclaimed,37.81368183722186,-122.25582672389253
020 012700602,1233,3RD AVE,9/9/10,Y,Incomplete Evaluation,37.79709438929965,-122.25608494148493
021 022300800,1639,4TH AVE,,Y,Incomplete Evaluation - Unclaimed,37.79846809645567,-122.252214150557
011 083803800,754,RAND AVE,8/24/10,Y,Exempt - no large openings,37.81138515097355,-122.24407442356737
025 072201200,1651,FRUITVALE AVE,,Y,Done - Level 1,37.78085360366709,-122.22452960724075
022 033800402,2439,IVY DR,9/1/10,Y,Done - Level 1,37.80160154254645,-122.24268078654718
022 030801800,1940,LAKESHORE AVE,,Y,Done - Level 2 Required ,37.803218138603825,-122.25313464987222
040A341601702,7021,LACEY AVE,,Y,Incomplete Evaluation,37.770767487590035,-122.17308766881085
010 079500803,220,ORANGE ST,9/1/10,Y,Done - Level 2 Required  ,37.81516677414473,-122.25740040672004
022 030501700,2204,IVY DR,9/14/10,Y,Done - Level 2 Required  ,37.8011004575807,-122.24587386746649
008 067401201,466,24TH ST,8/27/10,Y,Done - Level 1,37.81391681448092,-122.26723341011471
023 039504500,809,E 28TH ST,9/7/10,Y,Exempt - engineer's letter,37.80286680433269,-122.23756225342301
020 015901300,2274,E 15TH ST,9/7/10,Y,Done - Level 1,37.7847946032626,-122.23546187131788
040A345700300,8019,GREENRIDGE DR,8/31/10,Y,Level 1 - missing data ,37.77325011380995,-122.1542322358741
046 548800300,2424,94TH AVE,,Y,Incomplete Evaluation,37.75218770915588,-122.16107675949843
011 083902000,856,ERIE ST,9/14/10,Y,Done - Level 2 Required  ,37.812883971399096,-122.24208967326973
020 018300400,232,FOOTHILL BLVD,10/26/10,Y,Ask for exemption - did not review ,37.79904181257893,-122.2537353867737
014 122801102,5476,VICENTE WAY,9/20/10,Y,Incomplete Evaluation,37.84016600729259,-122.26022490341538
012 100000400,339,41ST ST,11/1/10,Y,Incomplete Evaluation - Unclaimed,37.82843748527683,-122.25713829615806
020 017900100,309,FOOTHILL BLVD,,Y,Exempt - no parking/commercial,37.79826973408442,-122.25360647037104
020 021402101,1720,12TH AVE,10/18/10,Y,Exempt - engineer's letter,37.79260856836226,-122.24467661050298
011 083901400,550,MANDANA BLVD,11/3/10,Y,Done - Level 1,37.81225651478901,-122.24289454613655
038 317700100,5775,WALNUT ST,8/25/10,Y,Incomplete Evaluation,37.77243967341523,-122.19147850984918
008 065800100,491,23RD ST,8/24/10,Y,Incomplete Evaluation,37.81243433101437,-122.26856060416866
010 083003200,690,MARIPOSA AVE,8/24/10,Y,Done - Level 1 ,37.82044419353467,-122.24891289409369
032 203901900,2906,HIGH ST,11/3/10,Y,Level 2 - Missing slope,37.78365020492876,-122.20130762374895
016 138402000,5830,AYALA AVE,,Y,Incomplete Evaluation - Unclaimed,37.84464430040455,-122.25719399695993
023 041004200,669,HILLSBOROUGH ST,,Y,Incomplete Evaluation,37.80453743054031,-122.24700335637452
020 015802500,1502,23RD AVE,9/14/10,Y,Done - Level 1,37.7842707846,-122.23477082437184
010 078402501,374,BELLEVUE AVE,8/31/10,Y,Incomplete Evaluation - Unclaimed,37.81197834926289,-122.25274466702372
011 084300100,475,WELDON AVE,9/22/10,Y,Done - Level 2 Required  ,37.81579072095404,-122.24416444151669
032 209106000,2050,HARRINGTON AVE,,Y,Done - Level 1,37.78193585781741,-122.21466010012573
008 062703000,1502,ALICE ST,9/15/10,Y,Exempt - no large openings,37.80383419270895,-122.26516065717509
010 078801900,276,ADAMS ST,9/9/10,Y,Done - Level 2 Required  ,37.81356503635325,-122.25679004598291
023 041803300,648,BEACON ST,,Y,Incomplete Evaluation,37.80832310563267,-122.24586179086155
012 099402100,4138,HOWE ST,10/7/10,Y,Done - Level 1,37.82730212246168,-122.25233281069366
022 032300501,2325,17TH AVE,9/23/10,Y,Exempt - less than 5 units,37.79486891589682,-122.23664964681939
,1929,7TH AVE - rear,,,Level 1 - missing data,,
032 203217000,3170,HIGH ST,11/15/10,Y,Incomplete Evaluation - Unclaimed,37.785127589208834,-122.19811627114662
010 083003400,740,OAKLAND AVE,10/7/10,Y,Exempt - engineer's letter,37.82077097334761,-122.24867959834408
008 062001000,532,16TH ST,,Y,Exempt - city inspection,37.80646729803641,-122.27161142596704
023 046600900,669,ALMA AVE,10/7/10,Y,Done - Level 2 in process,37.8053335445881,-122.23806344923898
027 086001800,3000,FRUITVALE AVE,10/7/10,Y,Done - Level 1,37.7945174947055,-122.2181610576069
,5833,HARMON AVE,,,Exempt - no large openings,,
032 203100400,4101,PORTER ST,8/30/10,Y,Incomplete Evaluation,37.788015039036566,-122.19934107213777
022 031803000,1008,E 23RD ST,,Y,Incomplete Evaluation,37.79802058244953,-122.24089670200445
012 101103300,433,41ST ST,11/22/10,Y,Incomplete Evaluation,37.829229025081226,-122.26118046368269
022 030803500,336,WAYNE AVE,9/21/10,Y,Level 1 - missing data,37.80329828862605,-122.25249716272567
008 062901709,1560,JACKSON ST,9/22/10,Y,Exempt - engineer's letter,37.804108178376175,-122.26347145491879
012 101003300,418,41ST ST,9/15/10,Y,Incomplete Evaluation,37.829637511125185,-122.26089062481135
022 033801500,2247,IVY DR,,Y,Incomplete Evaluation - Unclaimed,37.80120345562161,-122.24468112487043
010 077100101,180,MONTECITO AVE,11/16/10,Y,Incomplete Evaluation - Unclaimed,37.81209521389935,-122.25854281028091
010 083002700,624,MARIPOSA AVE,,Y,Incomplete Evaluation,37.819943550489725,-122.24947375736669
002 008302700,900,JACKSON ST,9/15/10,Y,Exempt - engineer's letter,37.79867026179604,-122.26700776445537
046 543601000,9635,PLYMOUTH ST,9/15/10,Y,Level 1 - missing data ,37.74669087382941,-122.16824036521307
023 039301200,1112,E 33RD ST,9/28/10,Y,Exempt - less than 5 units,37.802211432697185,-122.23406384658762
020 013000800,160,INTERNATIONAL BLVD,8/30/11,Y,Exempt - no large openings,37.798198284853484,-122.25628908719321
011 083704000,538,GLENVIEW AVE,9/3/10,Y,Done - Level 2 Required  ,37.81220917365709,-122.24435365898441
022 030102300,1140,E 22ND ST,8/30/10,Y,Level 1 - missing data  ,37.796175373307996,-122.24054624525387
032 210802504,3526,MEADOW ST,11/22/10,Y,Incomplete Evaluation,37.78607207606487,-122.21217217046873
023 041802201,677,WESLEY AVE,11/15/10,Y,Done - Level 2 Required  ,37.80865086188016,-122.24520486080374
037A275505002,6840,MACARTHUR BLVD,9/22/10,Y,Level 1 - missing data ,37.771182974488035,-122.17544712471111
021 026901200,1934,9TH AVE,10/18/10,Y,Incomplete Evaluation,37.796265436642855,-122.24512392862157
021 027501500,2014,5TH AVE,9/21/10,Y,Done - Level 1,37.79967969024962,-122.24776046861926
046 544800403,1820,96TH AVE,,Y,Incomplete Evaluation,37.74785083580495,-122.16640972482185
012 092901000,3933,HARRISON ST,,Y,Incomplete Evaluation,37.82205149005524,-122.24985785380629
011 084401901,466,MANDANA BLVD,8/24/10,Y,Done - Level 2 Required  ,37.81395553213762,-122.2455178145653
011 084300900,859,VERMONT ST,10/26/10,Y,Exempt - built after 1990,37.81507497385182,-122.24409067198876
012 101005000,490,41ST ST,8/31/10,Y,Done - Level 1,37.83009719131607,-122.26316685124858
046 542800400,9825,WALNUT ST,8/25/10,Y,Done - Level 2 Required  ,37.744827011257115,-122.16830149888504
021 027201000,732,E 20TH ST,,Y,Incomplete Evaluation,37.79792774726926,-122.2458003241655
020 013000700,1407,2ND AVE,,Y,Exempt - city inspection,37.798288112460185,-122.25616280889697
010 079002201,220,PERKINS ST,,Y,Incomplete Evaluation,37.81497058549867,-122.2553824961357
021 022601700,204,WAYNE AVE,10/14/10,Y,Done - Level 2 Required  ,37.80136011546892,-122.25227188023439
002 007900600,184,13TH ST,9/16/10,Y,Incomplete Evaluation,37.8014204225114,-122.26517891019627
010 083102100,654,VERNON ST,8/31/10,Y,Done - Level 1,37.819379851706074,-122.24857340958054
023 041700600,573,WESLEY AVE,10/28/10,Y,Incomplete Evaluation,37.80627937259442,-122.24728070802956
012 099502400,198,41ST ST,9/22/10,Y,Incomplete Evaluation,37.827600939907846,-122.25355426627836
010 077301601,266,LENOX AVE,9/14/10,Y,Done - Level 1 ,37.81222545473283,-122.25781986092895
009 068800401,2801,SUMMIT ST,8/25/10,Y,Done - Level 2 Required  ,37.816766558581605,-122.2653776336449
010 077403800,286,JAYNE AVE,,Y,Incomplete Evaluation,37.81301827947008,-122.25598226317241
,282,PARK VIEW TER,,,Done - Level 2 in process - requires retrofit,,
020 019301600,1220,FOOTHILL BLVD,9/3/10,Y,Level 1 - missing data ,37.79180288657465,-122.24555188539728
010 078503601,362,EUCLID AVE,,Y,Incomplete Evaluation,37.812656346418386,-122.25187979797781
010 079404200,316,OAKLAND AVE,10/7/10,Y,Level 1 - missing data ,37.81652807956165,-122.25674492779338
023 041401103,2204,LAKESHORE AVE,,Y,Level 1 - missing data ,37.805264262799376,-122.25014239492253
009 071901300,852,32ND ST,11/9/10,Y,Incomplete Evaluation - Unclaimed,37.82240997694104,-122.27459831626682
022 030600901,2137,PARK BLVD,9/24/10,Y,Done - Level 2 Required  ,37.80108406570331,-122.24769479977535
015 135301000,822,59TH ST,,Y,Exempt - no large openings,37.84440670922346,-122.27148604055
030 192900501,3705,MAYBELLE AVE,10/5/10,Y,Level 2 - Missing slope,37.79005531109173,-122.1943273351581
022 030903901,456,WAYNE AVE,9/22/10,Y,Level 1 - missing data,37.803861555232096,-122.25076980387732
012 097302500,3822,RUBY ST,9/22/10,Y,Exempt - less than 5 units,37.82731705946014,-122.26203801941418
022 033900700,2641,IVY DR,9/23/10,Y,Done - Level 1,37.80201670263709,-122.23991497046353
,2425,HUMBOLDT AVE,8/30/10,Y,Done - Level 1,,
012 099901500,4118,BROADWAY,11/16/10,Y,Done - Level 1,37.82880595762544,-122.25550906028357
010 081802900,41,MOSS AVE,9/24/10,Y,Exempt - engineer's letter,37.81920584655101,-122.2522050613512
009 073100800,3351,RICHMOND BLVD,10/7/10,Y,Done - Level 1,37.82045382306662,-122.2592610420719
010 079000204,229,MACARTHUR BLVD,9/1/10,Y,Incomplete Evaluation,37.81641796191001,-122.25273442188457
037A275504400,3419,69TH AVE,9/15/10,Y,Level 1 - missing data ,37.77159252374801,-122.17459402249301
027 084300201,3227,PRENTISS ST,,Y,Done - Level 2 Required  ,37.78864446454479,-122.21986431976833
012 099203200,95,41ST ST,9/2/10,Y,Done - Level 1,37.82586546273303,-122.25139673443168
043 457302200,2268,82ND AVE,8/30/10,Y,Done - Level 1,37.7603856738833,-122.16899499206728
029A130100101,3667,DIMOND AVE,10/26/10,Y,Done - Level 1,37.803454030676626,-122.21644388921368
010 076900500,187,MONTECITO AVE,,Y,Exempt - city inspection,37.8124094037905,-122.25898777040702
042 427200102,8811,A ST,9/22/10,Y,Incomplete Evaluation - Unclaimed,37.749977529601445,-122.17744206706395
021 022703303,296,LESTER AVE,,Y,Incomplete Evaluation,37.801935242135144,-122.25142931733066
014 122500200,489,55TH ST,9/14/10,Y,Level 1 - missing data,37.839911412771734,-122.26131199668102
023 041400300,441,MERRITT AVE,11/1/10,Y,Exempt - no large openings,37.8058741166606,-122.24940767927124
013 110803100,4421,GILBERT ST,,Y,Exempt - retrofitted,37.832866803617,-122.2514919856621
010 080703700,3084,RICHMOND BLVD,8/25/10,Y,Done - Level 2 Required  ,37.82017627435309,-122.25814858804745
046 547001603,9301,BANCROFT AVE,10/13/10,Y,Level 2 - Missing slope,37.7518827094969,-122.16479725363943
010 077100800,305,LENOX AVE,11/2/10,Y,Done - Level 1,37.811159548575496,-122.25792067021578
010 077203000,332,LENOX AVE,,Y,Done - Level 1,37.81025843734383,-122.25762235554544
013 114600602,5001,SHAFTER AVE,7/5/11,Y,Level 2 - Missing slope,37.83609500682421,-122.25882127285672
048C720000160,393,SOMERSET RD,9/29/10,Y,Done - Level 2 in process,37.81949399013168,-122.20952426579473
020 021801206,1706,8TH AVE,9/21/10,Y,Done - Level 1,37.79546202732692,-122.24811117724106
015 137301900,570,58TH ST,,Y,Incomplete Evaluation,37.84394238740928,-122.26372253484239
028 090000800,3127,CHAMPION ST,9/24/10,Y,Incomplete Evaluation - Unclaimed,37.79623918182233,-122.21666932102006
012 098902901,86,LINDA AVE,8/30/10,Y,Incomplete Evaluation,37.82600554879567,-122.24855517929699
027 087200200,3269,LYNDE ST,9/24/10,Y,Done - Level 1,37.78895130695111,-122.21489027804829
022 036702101,2900,14TH AVE,10/7/10,Y,Exempt - no large openings,37.79737277580678,-122.22999233581405
021 027400800,610,E 19TH ST,,Y,Done - Level 1,37.79820138279429,-122.2479890619454
010 077402701,306,LEE ST,10/7/10,Y,Exempt - engineer's letter,37.81171553483623,-122.25600749810498
022 030803001,285,HANOVER AVE,9/13/10,Y,Done - Level 2 Required  ,37.802884125410195,-122.25234086098446
