parcel_number,street_number,street_name,latitude,longitude
008 067600500,522,25TH ST,37.81469096161141,-122.26906022124584
027 084605403,3246,E 27TH ST,37.789474936021655,-122.21717785596569
011 084001400,800,YORK ST,37.81271668947469,-122.24356057105051
008 067604400,541,SYCAMORE ST,37.81503910379202,-122.26936087545516
023 041803300,648,BEACON ST,37.80832310563267,-122.24586179086155
012 098801602,777,KINGSTON AVE,37.82424389264915,-122.24917784163357
012 098801603,779,KINGSTON AVE,37.82435655978021,-122.24905983787639
027 085400600,2743,NICOL AVE,37.79370680745254,-122.21759242959726
024 054402200,4306,PARK BLVD,37.80767301039326,-122.22115705505695
012 095503100,965,YERBA BUENA AVE,37.83060071650128,-122.27601756608959
010 077800200,405,BELLEVUE AVE,37.810278163424,-122.2528570442481
009 071501000,528,31ST ST,37.820433852334986,-122.26790498586087
046 545801700,1930,90TH AVE,37.75217689313669,-122.1679633706286
010 076901100,141,MONTECITO AVE,37.81194615592758,-122.25980816858294
038 321002300,2236,SEMINARY AVE,37.76882657778343,-122.19331194372329
048A711002702,5916,OCEAN VIEW DR,37.84592069685166,-122.24490193406415
014 123202400,430,AVON ST,37.837844736559894,-122.25857748046728
010 079102600,400,ORANGE ST,37.816823586153824,-122.25460827541207
009 068400701,420,26TH ST,37.815430732356845,-122.26675701617607
038 318300800,2451,SEMINARY AVE,37.77055217221887,-122.19220145204639
011 084301700,810,WALKER AVE,37.81402301090879,-122.24504848936257
009 068400702,426,26TH ST,37.815453615483186,-122.26689245689798
023 041501000,2300,LAKESHORE AVE,37.80643941275485,-122.24959252205147
030 189802000,3660,35TH AVE,37.7941873244883,-122.19927559162836
010 080600202,269,FAIRMOUNT AVE,37.818209459625066,-122.25969169365226
022 038001200,3225,BEAUMONT AVE,37.800196735753055,-122.22929138749414
012 100000400,339,41ST ST,37.82843748527683,-122.25713829615806
042 425100100,8211,D ST,37.75284624684107,-122.18381767266332
021 027700500,1927,5TH AVE,37.799618675192605,-122.24891486858513
048A705300501,5901,BROADWAY,37.84594877714461,-122.24563996537029
022 032901209,2500,WALLACE ST,37.795084053912454,-122.23509610353379
038 320000502,2649,62ND AVE,37.770825769700146,-122.18736360876423
011 083700900,743,WARFIELD AVE,37.81248493287328,-122.2455348297071
002 008300900,154,10TH ST,37.79902820763179,-122.26596431125976
021 022403302,226,ATHOL AVE,37.80039990832502,-122.25168377729165
022 030901001,351,HANOVER AVE,37.803168038333745,-122.25025003552373
022 033803601,2511,7TH AVE,37.801857140994144,-122.24227245825699
010 078600600,389,PALM AVE,37.8130797352635,-122.25312688508956
020 021700100,1748,9TH AVE,37.79514043719134,-122.24670495323673
006 002500700,1735,12TH ST,37.811323223938196,-122.29850395362182
011 083901600,824,ERIE ST,37.812470087889935,-122.24254483146125
011 083900600,3549,LAKESHORE AVE,37.81260014182797,-122.24194245135384
016 142800400,6605,SHATTUCK AVE,37.85165446167292,-122.26631669200329
010 078501502,345,MACARTHUR BLVD,37.81321905811092,-122.25153135357536
012 097200300,457,40TH ST,37.828559272613376,-122.26252244881303
010 077101701,345,LENOX AVE,37.810091100924204,-122.25843544792258
025 071202700,1500,27TH AVE,37.78143839399273,-122.23032570694556
023 039502700,927,BAYVIEW AVE,37.80202813831401,-122.23782737897164
010 076900701,171,MONTECITO AVE,37.81226844834318,-122.25923739902372
022 030600901,2137,PARK BLVD,37.80108406570331,-122.24769479977535
008 066400500,2315,TELEGRAPH AVE,37.81300568026724,-122.26907862592368
016 143800600,936,63RD ST,37.84737402546117,-122.27692041319867
010 079501100,265,VERNON ST,37.81438813719487,-122.25839321865352
027 086201300,3077,CURRAN AVE,37.79286578808149,-122.21117419605228
012 098702503,83,GLEN AVE,37.82559511127883,-122.2502093789017
044 498100600,9601,B ST,37.74401059590413,-122.17519776554488
014 122801102,5476,VICENTE WAY,37.84016600729259,-122.26022490341538
046 542800500,9833,WALNUT ST,37.74470870118111,-122.16821373678678
027 085603803,3000,NICOL AVE,37.79328586092097,-122.2148224208185
022 038500500,1374,E 32ND ST,37.80039634564374,-122.23188529897888
029A130503300,3704,FRUITVALE AVE,37.80286483040169,-122.21479218794566
025 073403000,2555,FOOTHILL BLVD,37.78422933498727,-122.23000686052364
012 098802601,100,MONTE CRESTA AVE,37.824886287582565,-122.24917750609508
005 046500200,1081,32ND ST,37.82322730098579,-122.2796765899798
010 078200100,362,PERKINS ST,37.81153606387787,-122.25479194194904
022 031002600,472,NEWTON AVE,37.80438933619913,-122.24908868814202
022 033800600,2425,IVY DR,37.80149603485446,-122.2430162597277
038 320703500,6106,HILTON ST,37.76897106769749,-122.1919401642231
046 547100600,2108,90TH AVE,37.75290564508106,-122.16638856893843
004 001700100,1143,10TH ST,37.8053383414913,-122.28533595993163
040A345705700,4355,RILEA WAY,37.77236366077887,-122.15088811607266
048C720000147,381,SOMERSET RD,37.819680020438064,-122.20928064313922
021 023300102,1844,7TH AVE,37.79724400923978,-122.24757598335206
023 046300100,690,MONTCLAIR AVE,37.80657091059407,-122.24085770829696
027 084401003,2578,FRUITVALE AVE,37.78887997289891,-122.22022028878754
014 122500700,5471,VICENTE WAY,37.83974627287862,-122.26100242926942
001 017901800,705,JACKSON ST,37.79749013964905,-122.26834645981137
021 027800200,409,E 21ST ST,37.80033629845682,-122.24766629710821
040A342100901,7878,MACARTHUR BLVD,37.76565172693646,-122.16698954402013
002 008302400,160,9TH ST,37.798469059660505,-122.26649534023906
023 050002303,1719,MACARTHUR BLVD,37.79981778142942,-122.22115652286018
012 099200403,54,GLEN AVE,37.825573799222354,-122.25157086705418
033 219300801,1011,33RD AVE,37.77525350989894,-122.22621073568051
012 099600200,281,41ST ST,37.82798579669271,-122.25572891786612
012 098800701,95,LINDA AVE,37.8252226030941,-122.24860916562936
021 026800600,920,E 20TH ST,37.79667507028481,-122.24443515053738
022 036702202,2912,14TH AVE,37.797478911473384,-122.22984066430793
048H767201001,7361,CLAREMONT AVE,37.86125176032456,-122.24125717091343
046 542601400,9996,INTERNATIONAL BLVD,37.74295756874904,-122.16910788577874
042 427200102,8811,A ST,37.749977529601445,-122.17744206706395
014 121300700,612,54TH ST,37.83973806849394,-122.26502476334377
010 078503900,350,EUCLID AVE,37.813109827096675,-122.25208047248557
029A130501502,3715,LINCOLN AVE,37.80240995326408,-122.2120103373172
027 086102601,3035,PLEITNER AVE,37.79273946445067,-122.21277456045213
029 099402700,3700,LINCOLN AVE,37.801644139981306,-122.21174819062679
038 324200502,5847,TRASK ST,37.770041928850375,-122.19300366051678
010 082901300,505,CHETWOOD ST,37.81735826862381,-122.25004455820202
010 078505400,256,EUCLID AVE,37.815561135814505,-122.2531577284151
038 323702000,1759,SEMINARY AVE,37.76763302582436,-122.19690631856993
029A130100400,3645,DIMOND AVE,37.80309088330797,-122.21687954300083
010 077301500,280,LENOX AVE,37.81205429664804,-122.25762944735239
028 090602901,2425,MACARTHUR BLVD,37.79943616397962,-122.21364017509792
026 082004200,2707,FRUITVALE AVE,37.79085759659635,-122.22021867889441
011 085200903,991,VERMONT ST,37.816739674166364,-122.2430416369513
010 077804700,424,STATEN AVE,37.809647059729116,-122.25338317367614
009 073901600,866,34TH ST,37.8246494808891,-122.27426261453353
010 080801901,3300,KEMPTON AVE,37.81964678543341,-122.25716496224318
014 124800500,5339,BROADWAY,37.838023257932235,-122.25053494016439
014 124200506,225,CLIFTON ST,37.83573339498681,-122.24961140254734
021 022500202,237,WAYNE AVE,37.80163738705197,-122.25317310801782
033 218800100,3403,SAN LEANDRO ST,37.774195087830535,-122.22520289410451
012 092700400,344,MONTE VISTA AVE,37.82248093313761,-122.2491948433142
011 083705100,525,GLENVIEW AVE,37.81175234884104,-122.24458843572495
025 072102100,3088,E 15TH ST,37.779311639225334,-122.22594484964836
029A133000604,4864,PARK BLVD,37.81231670443579,-122.21469438001881
023 041401103,2204,LAKESHORE AVE,37.805264262799376,-122.25014239492253
020 013300800,424,E 14TH ST,37.79636218077319,-122.25406001491604
040 340700300,7975,MACARTHUR BLVD,37.76409805772845,-122.16661504771547
009 067902200,2565,M L KING JR WAY,37.816197342724415,-122.27213435580647
023 047800201,3760,PARK BOULEVARD WAY,37.80505599023234,-122.2304830344978
025 073100802,1659,28TH AVE,37.78257857511198,-122.22781133194668
027 084800401,3035,LYNDE ST Bldg A,37.79073812465097,-122.21888539517005
011 085601001,1041,WARFIELD AVE,37.81712973184545,-122.24079999431653
010 080000901,101,FAIRMOUNT AVE,37.816158630221885,-122.2607644733393
005 041301400,1020,21ST ST,37.81416459568344,-122.28186835530725
023 041802201,677,WESLEY AVE,37.80865086188016,-122.24520486080374
008 062603300,1622,HARRISON ST,37.804852680554305,-122.26594779779212
010 080102000,241,29TH ST,37.81658671580811,-122.25991421217569
010 077100102,265,LENOX AVE,37.81194288967103,-122.2583964560249
048A703405000,0,BELGRAVE PL,37.83776738297753,-122.2485319247374
010 077100101,180,MONTECITO AVE,37.81209521389935,-122.25854281028091
029 099003800,2630,MACARTHUR BLVD,37.799004031880564,-122.2100207446246
012 100601500,4121,OPAL ST,37.82965391838092,-122.25874685449513
010 083003200,690,MARIPOSA AVE,37.82044419353467,-122.24891289409369
015 133300208,5865,MARSHALL ST,37.841977932801505,-122.28465499517239
011 085102800,942,VERMONT ST,37.81570350931755,-122.24300957815807
012 102102301,949,41ST ST,37.831486597514505,-122.27488085702161
040 337800405,7940,BANCROFT AVE,37.761854035165975,-122.17191692450831
025 072601800,3014,E 19TH ST,37.783410174684086,-122.22410102442598
008 062701201,1505,JACKSON ST,37.8032747247039,-122.26482825139749
027 085902301,2800,NICOL AVE,37.79428876881882,-122.21685994193712
012 097402500,483,38TH ST,37.826581166051376,-122.26382435304018
013 109400900,536,44TH ST,37.83266448592212,-122.2648704653085
012 099901500,4118,BROADWAY,37.82880595762544,-122.25550906028357
010 079404200,316,OAKLAND AVE,37.81652807956165,-122.25674492779338
012 095601900,915,APGAR ST,37.82884468030837,-122.27503141775743
010 077600100,429,STATEN AVE,37.80954339340231,-122.25402186439385
020 020500900,2344,E 17TH ST,37.78557934599048,-122.23235040789352
013 110800600,250,MATHER ST,37.83243407511424,-122.25143813872685
010 081702400,564,OAKLAND AVE,37.81998267412404,-122.25157510183206
010 081002604,445,OAKLAND AVE,37.81863519615452,-122.25462050384024
032 204703000,2144,HIGH ST,37.77756781486684,-122.20841784983362
022 031301100,421,VAN DYKE AVE,37.80214948060917,-122.24549723007367
035 239000300,5471,FOOTHILL BLVD,37.77233560972635,-122.19670241971568
027 085201700,2905,BONA ST,37.79225255506496,-122.21902702710608
029A130400401,3555,LINCOLN AVE,37.80101185320548,-122.2137715168551
008 063000300,123,17TH ST,37.80375347733405,-122.26187807247302
009 069802500,553,30TH ST,37.81906758964816,-122.2686469120944
027 085401703,2858,BROOKDALE AVE,37.793340764673026,-122.21732892348163
044 498402901,9332,E ST,37.74453152284504,-122.17848248233257
021 022702800,329,LESTER AVE,37.80209591312724,-122.2504897009674
028 091500101,2701,MACARTHUR BLVD,37.79850390092547,-122.2098305847367
010 078400400,353,EUCLID AVE,37.81272010246551,-122.25260382962055
033 213803600,1701,39TH AVE,37.77648765236637,-122.21769840134026
020 020300700,2332,FOOTHILL BLVD,37.78504857467244,-122.2331961528372
013 115600100,4734,SHATTUCK AVE,37.834990051391244,-122.26354853181343
010 077501500,456,LEE ST,37.80953471361126,-122.25668450315676
022 030802900,291,HANOVER AVE,37.80293587564763,-122.25215097039177
023 043300600,714,HILLGIRT CIR,37.807626862451315,-122.24286168461023
013 116801803,5103,WEST ST,37.83616775617081,-122.27014299364461
010 080101200,78,FAIRMOUNT AVE,37.81624595734107,-122.260011632415
022 035702501,1330,E 28TH ST,37.799059600343156,-122.23441371304445
013 111602100,4328,HOWE ST,37.82980225854567,-122.24903664896087
022 034004101,700,E 24TH ST,37.80086138919006,-122.24254740023852
028 090000200,2625,PLEASANT ST,37.796733872714576,-122.21691069765724
021 026801600,2034,10TH AVE,37.79619910000377,-122.24335570447043
010 077000501,315,PARK VIEW TER,37.81096326567841,-122.25920794135266
010 080600300,3026,RICHMOND BLVD,37.818665444854595,-122.2598254384612
032 204602900,2212,HIGH ST,37.77850121925695,-122.20755759285726
033 211701300,1805,33RD AVE,37.7819946089571,-122.22275839866342
027 085302400,2945,BROOKDALE AVE,37.792041639833144,-122.21616215724836
012 093701400,34,YOSEMITE AVE,37.82348447008995,-122.25471999732618
021 022500801,127,ATHOL AVE,37.80113885699151,-122.25350546457919
003 004302000,1830,CASTRO ST,37.809749498092216,-122.27485435603379
008 063300901,1880,JACKSON ST,37.804730280347165,-122.26310148067964
010 077300900,307,LEE ST,37.81146311445796,-122.25663303059517
013 111800203,5,GLENEDEN AVE,37.82923186633408,-122.2483449488909
022 030501901,512,E 22ND ST,37.800843348008044,-122.24588356480868
023 041902100,561,BODEN WAY,37.80820032427083,-122.24803703571985
004 003701800,1212,12TH ST,37.80871492525632,-122.28810576720761
021 022901500,228,ATHOL AVE,37.80053641522558,-122.25076763414793
020 013500401,635,E 15TH ST,37.79502955379925,-122.2516001084004
032 203210400,3105,HIGH ST,37.78521456582807,-122.20022701047304
012 093200400,635,EL DORADO AVE,37.822371615644514,-122.25179166985782
010 079200300,447,ORANGE ST,37.81796137302354,-122.25385577405937
027 085800101,2901,SCHOOL ST,37.7953563880913,-122.21473843172112
040A341603002,7004,MACARTHUR BLVD,37.77050438410759,-122.1740021563591
026 080301000,1781,SAUSAL ST,37.79826979389012,-122.22037333947434
019 001900600,751,E 11TH ST,37.79216347731523,-122.25355381539407
022 034902800,1937,E 26TH ST,37.79451494070227,-122.23199191235041
023 042502800,734,WESLEY WAY,37.80992164193553,-122.24323593699464
012 094903100,941,37TH ST,37.827136622112626,-122.27620192302314
023 041803000,626,BEACON ST,37.808031719052664,-122.24648170661732
012 098801702,775,KINGSTON AVE,37.824131225489616,-122.24929584701732
016 141304100,6446,COLBY ST,37.85265795642566,-122.2567744926779
010 078200600,373,STATEN AVE,37.81133968091471,-122.25427675594155
015 128300700,822,56TH ST,37.840784559270006,-122.27083101647382
021 022101400,524,E 17TH ST,37.79764713280206,-122.25041732171461
020 015802500,1502,23RD AVE,37.7842707846,-122.23477082437184
015 130601900,1089,57TH ST,37.84023296639332,-122.28214382327694
021 024600300,2121,E 20TH ST,37.788856291201085,-122.23474844264899
027 089600702,2355,HUMBOLDT AVE,37.78810504388729,-122.21456721666773
026 082701100,2681,NICOL AVE,37.79439720110609,-122.2187917903373
028 095602300,3524,MIDVALE AVE,37.79405365301925,-122.20132219048226
029 125504000,5025,WOODMINSTER LN,37.81160257984953,-122.19751961120066
012 098603901,3840,HOWE ST,37.82507571927428,-122.25526924591466
014 123805800,5208,MANILA AVE,37.83653323702951,-122.25399289809735
032 210602000,2520,38TH AVE,37.784614082015935,-122.20827071052526
010 081401400,3761,HARRISON ST,37.820938302402205,-122.252994866909
046 545701100,9311,OLIVE ST,37.75069122235121,-122.16686535992291
023 039401200,1074,E 33RD ST,37.802843977165175,-122.23503109302698
026 073800400,1900,26TH AVE,37.78478280695668,-122.22848031036
022 031201500,340,HADDON RD,37.802073462655684,-122.24707421252586
003 004302900,670,18TH ST,37.80925167456172,-122.27467305965938
022 030800400,451,WAYNE AVE,37.80377735000634,-122.25145735547366
005 038600300,1729,FILBERT ST,37.811490943027806,-122.28227147178676
029A130101300,3553,DIMOND AVE,37.801800014307204,-122.21731522907609
012 093209200,645,EL DORADO AVE,37.82248657521358,-122.25142827156637
021 022403201,220,ATHOL AVE,37.80049300632546,-122.25191655679613
023 041401102,2208,LAKESHORE AVE,37.805416744651836,-122.25006815820431
008 063000900,1525,LAKESIDE DR,37.80264327724074,-122.26235390777563
009 068201800,2624,M L KING JR WAY,37.816743303987494,-122.27141186877864
006 000301600,715,PERALTA ST,37.80658149528836,-122.29823127548015
011 083901700,832,ERIE ST,37.81257355734038,-122.2424310416117
008 065901400,600,22ND ST,37.811689778050884,-122.27164806991594
029 097700901,2846,MACARTHUR BLVD,37.79864177145886,-122.20719326633903
002 002301800,673,10TH ST,37.803423464678495,-122.27833165694155
006 000903300,1235,PERALTA ST,37.81071569516508,-122.29485130086792
016 142800700,6567,SHATTUCK AVE,37.85131715496622,-122.26626560380936
013 113512800,2005,PLEASANT VALLEY AVE,37.83358718472822,-122.2513412469839
038 323701100,1969,SEMINARY AVE,37.768334605499454,-122.19537666935007
039 327502400,6663,FOOTHILL BLVD,37.76995331389897,-122.1805068164192
010 079501200,257,VERNON ST,37.81416122343842,-122.25883123022484
013 117500402,969,53RD ST,37.837480842042126,-122.27671906079053
021 027500100,2043,7TH AVE,37.798906796656595,-122.24610073421104
009 071400900,680,31ST ST,37.82102158970351,-122.27158571080481
035 235803602,1432,45TH AVE,37.77192403760859,-122.21212131992392
008 063100601,1445,LAKESIDE DR,37.80194874598989,-122.26278692051835
010 077801300,402,GRAND AVE,37.809073548719205,-122.25354358608716
021 027700600,1921,5TH AVE,37.79952694458724,-122.24904363097279
022 032802300,1911,E 25TH ST,37.794197166911644,-122.23321347751602
009 071500500,3121,TELEGRAPH AVE,37.820380694506085,-122.26717816028389
020 014101300,1440,12TH AVE,37.790938865594846,-122.24714907575616
012 097500500,427,38TH ST,37.82641734572539,-122.26160171116423
012 101402801,695,42ND ST,37.831644557935164,-122.2703184491597
010 077403800,286,JAYNE AVE,37.81301827947008,-122.25598226317241
010 083003400,740,OAKLAND AVE,37.82077097334761,-122.24867959834408
030 198005500,3500,35TH AVE,37.793138948418395,-122.20115812022082
033 213904001,1500,39TH AVE,37.77508757806595,-122.21795626613135
015 137401401,588,59TH ST,37.84485922168441,-122.26455679404499
033 213202101,1454,36TH AVE,37.776540232360446,-122.22111459926612
012 101005000,490,41ST ST,37.83009719131607,-122.26316685124858
037A275505002,6840,MACARTHUR BLVD,37.771182974488035,-122.17544712471111
011 083700101,768,WALKER AVE,37.81331079340681,-122.24533921523171
010 081703101,175,SANTA ROSA AVE,37.81931772109709,-122.25069442992562
012 095200100,974,APGAR ST,37.829369971217375,-122.27659252544201
014 122500902,5445,VICENTE WAY,37.8394021180726,-122.26104848899801
023 041601400,484,MERRITT AVE,37.80673424261659,-122.24828293547866
020 020000200,2121,E 17TH ST,37.78718850928665,-122.2363331158913
035 235801602,1619,46TH AVE,37.77228483498838,-122.21092207749822
023 040301400,1146,MCKINLEY AVE,37.80321858407455,-122.23860523092189
022 034203600,2710,9TH AVE,37.80095938949565,-122.23852835992625
011 084101700,872,WARFIELD AVE,37.814029407393065,-122.24322032316321
030 193301200,3830,MAYBELLE AVE,37.790230394534866,-122.19245107335566
027 087902000,2400,34TH AVE,37.785981408303414,-122.21780810179003
010 077301601,266,LENOX AVE,37.81222545473283,-122.25781986092895
010 078700600,365,WARWICK AVE,37.81391197970705,-122.25356368741254
046 543300700,1603,92ND AVE,37.750047393118884,-122.17160224702964
044 501200201,725,S ELMHURST AVE,37.73952467052743,-122.18422304584287
002 007900600,184,13TH ST,37.8014204225114,-122.26517891019627
010 079003701,418,VERNON ST,37.81643021798191,-122.25346467676823
012 093803300,3775,LEIGHTON ST,37.82318845405665,-122.25573873466672
011 083803600,746,RAND AVE,37.81127625769588,-122.24439221697135
014 120702701,747,54TH ST,37.83878065600289,-122.26823685852865
011 083704000,538,GLENVIEW AVE,37.81220917365709,-122.24435365898441
046 548802500,9426,HILLSIDE ST,37.751870903555876,-122.16124326260216
022 032803300,2015,E 25TH ST,37.793497114159514,-122.23224511918399
043 460701101,2233,90TH AVE,37.7541669017612,-122.16520856132868
025 072000100,3007,E 15TH ST,37.77923156311517,-122.22720958141107
010 077200901,441,LEE ST,37.81017068801088,-122.2571095618467
027 086101100,3111,PLEITNER AVE,37.79350034198424,-122.21222645605894
030 193500801,3807,HIGH ST,37.789602918810175,-122.19127566016614
010 080901300,410,FAIRMOUNT AVE,37.8190170565346,-122.25596377773167
008 065500500,146,GRAND AVE,37.81150713203724,-122.26402473141252
020 017801303,428,E 15TH ST,37.796918196261004,-122.25300604893113
020 017801600,1506,4TH AVE,37.797159687629886,-122.2533952127997
012 094901400,964,36TH ST,37.826863865539934,-122.27639340613649
010 078602700,324,WARWICK AVE,37.8129202878271,-122.25415498318796
021 022800400,311,NEWTON AVE,37.801794881873576,-122.24894823007116
048A704100500,6066,MONROE AVE,37.84121664801055,-122.24673098626555
010 078601001,369,PALM AVE,37.812652923041014,-122.2538516089817
021 023100500,1847,6TH AVE,37.79837403522528,-122.24873595193853
013 115002200,489,48TH ST,37.83433502343171,-122.26233178065651
008 062504400,1425,HARRISON ST,37.80353280294465,-122.26766682994092
021 024501300,2034,E 19TH ST,37.78905024516558,-122.23599268648923
008 066500300,471,24TH ST,37.813514198166374,-122.2675267651112
021 022001300,1732,6TH AVE,37.79725389028385,-122.24932160057095
009 071600100,3239,TELEGRAPH AVE,37.821597805082405,-122.26684285692637
038 321001200,6100,HAYES ST,37.76812741981305,-122.19312251567456
032 208402202,2000,36TH AVE,37.78177786186884,-122.21657344870799
032 208402203,2022,36TH AVE,37.7821169225341,-122.21617743870652
033 211702800,1832,FRUITVALE AVE,37.782500693086945,-122.22299745914106
038 321400100,1900,SEMINARY AVE,37.767164409273796,-122.19615740543807
022 030102300,1140,E 22ND ST,37.796175373307996,-122.24054624525387
005 047801500,3404,ADELINE ST,37.82572724455087,-122.27996378316381
011 083715300,525,MANDANA BLVD,37.812547912718685,-122.2442119198884
022 034002300,2554,IVY DR,37.80142159418263,-122.2410569863087
048A705302900,5825,KEITH AVE,37.84533261687626,-122.24799369512615
012 102102402,933,41ST ST,37.83144903589685,-122.27467743078918
033 211700402,1937,33RD AVE,37.78301342443848,-122.2222493186674
016 139100100,6397,DANA ST,37.85026920491106,-122.2586778267585
032 206904400,4100,LYON AVE,37.78207926871553,-122.20599212357934
010 077500100,303,VAN BUREN AVE,37.8106634242122,-122.25614061305136
036 248303300,5400,WALNUT ST,37.77497581134807,-122.19380796153426
027 085502400,2901,NICOL AVE,37.79335430156583,-122.21631871284245
048A703801400,5445,BROADWAY,37.84016009393828,-122.24920003219255
027 086100500,3035,SCHOOL ST,37.794109119853125,-122.21192443739365
010 079101000,407,VERNON ST,37.81671981109642,-122.25407550411795
038 319600102,6311,FOOTHILL BLVD,37.77058956317329,-122.18524363073722
024 053204301,3761,PARK BOULEVARD WAY,37.80521263751013,-122.22967543675391
004 001502400,1108,CHESTNUT ST,37.80713479804029,-122.28552942812287
020 021501400,1100,E 17TH ST,37.79325196916545,-122.2457646914464
022 033801400,2301,IVY DR,37.80122540268977,-122.24451063541096
020 012902800,1410,LAKESHORE AVE,37.799398106031596,-122.25741849989168
020 015100800,2241,E 15TH ST,37.78469824024801,-122.23653867782002
023 044001801,750,MACARTHUR BLVD,37.8071876814088,-122.2411629817017
010 079004000,438,VERNON ST,37.8166404159555,-122.25311610604446
043 461000200,8719,HILLSIDE ST,37.75675032446116,-122.16419047478715
038 324000100,5835,ELIZABETH ST,37.76909988186341,-122.19426983291065
020 013400100,1448,5TH AVE,37.796161659629796,-122.2528930920745
023 039503902,3210,PARK BLVD,37.80296774610708,-122.23589222290828
023 039503901,3206,PARK BLVD,37.80294706092628,-122.23602044323985
008 067600700,532,25TH ST,37.81472737068732,-122.269280515732
008 062601000,1519,ALICE ST,37.80431918973883,-122.26569778371285
046 544501200,1824,90TH AVE,37.75159035837894,-122.16923079918381
040 336701500,8130,BIRCH ST,37.75861840982753,-122.17399767697039
022 031000500,617,BROOKLYN AVE,37.80425808300327,-122.24840718546004
012 099201701,121,41ST ST,37.82610752497979,-122.25181239138294
010 077700900,370,BELMONT ST,37.81003966937456,-122.25493997442528
009 067903301,704,SYCAMORE ST,37.816133372252295,-122.2734282162243
010 080101300,80,FAIRMOUNT AVE,37.816334090290205,-122.26015316909195
012 098902901,86,LINDA AVE,37.82600554879567,-122.24855517929699
015 137301600,558,58TH ST,37.844010209516405,-122.26327767366199
040 332603004,7600,LOCKWOOD ST,37.76168183545965,-122.17937801424762
008 065903300,589,W GRAND AVE,37.81196152245679,-122.2713178583127
010 077301004,311,LEE ST,37.81131249115937,-122.25655407145715
020 012001300,1218,9TH AVE,37.792244764712365,-122.25083256841766
035 238601700,5012,BANCROFT AVE,37.77202303845199,-122.20641133364852
003 000901400,2434,MARKET ST,37.81658617681795,-122.27756492241636
012 097902600,3764,SHAFTER AVE,37.82587192832917,-122.26004095498676
023 039400100,1000,E 33RD ST,37.80313729341354,-122.23509639350917
029 099200201,2453,DAMUTH ST Bldg #1,37.80076356483275,-122.21131220158362
012 093701500,30,YOSEMITE AVE,37.82358330736167,-122.25484017255171
015 135201200,830,60TH ST,37.84526876401387,-122.27192200397225
020 016901200,1504,13TH AVE,37.79048767967996,-122.24599221269807
010 082301601,411,SANTA CLARA AVE,37.812676369225834,-122.24899732224658
040 332603600,7402,LOCKWOOD ST,37.76253563211823,-122.18024871682874
008 063300800,160,17TH ST,37.804629320756966,-122.2627782457772
010 077300800,303,LEE ST,37.81162218389293,-122.2566710195544
021 022402100,118,ATHOL AVE,37.800680941431,-122.25331957383689
022 031301900,334,PORTLAND AVE,37.802251674690076,-122.24607946606102
014 121100300,5601,SHATTUCK AVE,37.84143901405286,-122.26484255129698
046 546100901,9437,SUNNYSIDE ST,37.749981181891584,-122.16489653340362
035 235600800,1429,45TH AVE,37.77219151326576,-122.21275898098888
022 033901901,2742,PARK BLVD,37.80222707118175,-122.24053162400782
032 204702502,2116,HIGH ST,37.776990171871056,-122.20876793534443
020 015001900,1408,21ST AVE,37.78534480536497,-122.23853814019465
041 419800700,1355,80TH AVE,37.75629705759045,-122.18292247255191
016 142202900,2308,WOOLSEY ST,37.85249199870245,-122.26126798759276
010 078802000,282,ADAMS ST,37.813763813040936,-122.25643719400445
011 084403400,3650,GRAND AVE,37.81598689384703,-122.24519921126486
010 081502000,3822,HARRISON ST,37.82110408771737,-122.25122580414042
030 192000400,3735,39TH AVE,37.791086503321154,-122.19569978885833
022 034300700,2535,11TH AVE,37.79915795743976,-122.23842025035555
035 237200700,5103,FAIRFAX AVE,37.77515828076111,-122.20109676722255
038 323706000,2016,57TH AVE,37.769033901621654,-122.1965440854112
021 021900200,715,E 18TH ST,37.796441524813844,-122.24833701007847
032 204700900,2028,HIGH ST,37.77621901091092,-122.20968721889092
030 192503201,3778,39TH AVE,37.791077055468406,-122.19417358409984
012 097701100,3877,SHAFTER AVE,37.82741889848573,-122.26036422742939
027 086300200,3211,SCHOOL ST,37.793317434877565,-122.21005652150471
016 140202601,387,ALCATRAZ AVE,37.85047205321627,-122.25627420171347
025 071300500,1531,28TH AVE,37.78133436642659,-122.22903018473528
012 099002900,24,LINDA AVE,37.827036262276025,-122.25035621229901
020 015802400,2312,E 15TH ST,37.78419711304309,-122.23457377775688
019 003100600,536,E 11TH ST,37.79402682775262,-122.25492975690909
005 038700401,1051,18TH ST,37.811732287413605,-122.28335863641522
010 078402701,366,BELLEVUE AVE,37.812172699188416,-122.25283063264443
011 084200700,859,WARFIELD AVE,37.81411096936333,-122.2438658838068
014 124903000,5324,MANILA AVE,37.83833087066808,-122.25222104372838
023 041301100,430,MERRITT AVE,37.80549486988977,-122.24895631095835
040A342004000,7886,NEY AVE,37.766389620381254,-122.16550861147337
036 242700900,2423,MONTICELLO AVE,37.77755578020741,-122.2011145325547
029A130503501,3720,FRUITVALE AVE,37.803028399710094,-122.2147265260376
012 098705400,761,KINGSTON AVE,37.82349415478202,-122.24995800085173
014 123000201,461,CLIFTON ST,37.83984644728412,-122.25705807391245
020 020500700,1703,24TH AVE,37.78524582641178,-122.2320789253891
022 033900400,2701,IVY DR,37.802090867590174,-122.23939580315773
032 210101200,2563,HARRINGTON AVE,37.786893699952486,-122.209879261038
009 073103300,3401,RICHMOND BLVD,37.82101481106243,-122.25852994353127
